epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
26,0.6894201040267944,0.0005000000237487257,0.7463834285736084,0.7052544951438904,0.7498996257781982
27,0.6962378621101379,0.0005000000237487257,0.7493148446083069,0.7011494040489197,0.7452545762062073
28,0.6898307800292969,0.0005000000237487257,0.7444218397140503,0.6871921420097351,0.76380455493927
29,0.6946771740913391,0.0005000000237487257,0.7404499053955078,0.6945812702178955,0.7487307190895081
30,0.698373556137085,0.0005000000237487257,0.7258694767951965,0.7068965435028076,0.7401099801063538
31,0.7018235325813293,0.0005000000237487257,0.7181854844093323,0.7036125063896179,0.7398293018341064
32,0.7070806622505188,0.0005000000237487257,0.7080698013305664,0.720032811164856,0.7370452284812927
33,0.7103663682937622,0.0005000000237487257,0.7035481333732605,0.6954023241996765,0.7263652682304382
34,0.7097092270851135,0.0005000000237487257,0.6990141272544861,0.7192118167877197,0.7222132086753845
35,0.7144734859466553,0.0005000000237487257,0.688679039478302,0.7036125063896179,0.7323849201202393
36,0.709627091884613,0.0005000000237487257,0.6914868950843811,0.7027914524078369,0.7267067432403564
37,0.7186627388000488,0.0005000000237487257,0.6891288161277771,0.7233169078826904,0.6961939930915833
38,0.7155413031578064,0.0005000000237487257,0.6872460842132568,0.7101806402206421,0.7252954840660095
39,0.7152948975563049,0.0005000000237487257,0.6875763535499573,0.7224959135055542,0.708484411239624
40,0.7185806035995483,0.0005000000237487257,0.6797896027565002,0.7068965435028076,0.7196870446205139
41,0.7223591208457947,0.0005000000237487257,0.669413685798645,0.7167487740516663,0.7206860184669495
42,0.737719714641571,0.0002500000118743628,0.6405255794525146,0.7298850417137146,0.6884267330169678
43,0.7350911498069763,0.0002500000118743628,0.6331415772438049,0.7372742295265198,0.6987418532371521
44,0.7428125739097595,0.0002500000118743628,0.6265590786933899,0.738095223903656,0.6899608373641968
45,0.7396090030670166,0.0002500000118743628,0.6253491640090942,0.738916277885437,0.6936396360397339
46,0.7465910911560059,0.0002500000118743628,0.6185881495475769,0.7298850417137146,0.6889436841011047
47,0.7468374967575073,0.0001250000059371814,0.604104220867157,0.7364531755447388,0.6903311610221863
48,0.7495481967926025,0.0001250000059371814,0.5968852043151855,0.743842363357544,0.6745951175689697
49,0.7561196088790894,0.0001250000059371814,0.5916979908943176,0.7422003149986267,0.6732885241508484
50,0.7534910440444946,0.0001250000059371814,0.5937138795852661,0.7364531755447388,0.6689475178718567
51,0.7574338912963867,0.0001250000059371814,0.5880217552185059,0.743842363357544,0.6668779253959656
52,0.7566124796867371,0.0001250000059371814,0.5848388075828552,0.7495895028114319,0.6662114858627319
53,0.7605552673339844,0.0001250000059371814,0.5825772285461426,0.7446633577346802,0.6693199276924133
54,0.7623624205589294,0.0001250000059371814,0.5789879560470581,0.7430213689804077,0.6691169738769531
55,0.7640052437782288,0.0001250000059371814,0.5821399688720703,0.7430213689804077,0.666854739189148
56,0.7578445672988892,0.0001250000059371814,0.5745289921760559,0.7536945939064026,0.6644334197044373
57,0.7626088261604309,0.0001250000059371814,0.5762146711349487,0.7495895028114319,0.6648791432380676
58,0.7639231085777283,0.0001250000059371814,0.5780838131904602,0.7495895028114319,0.6622220873832703
59,0.7641695141792297,0.0001250000059371814,0.5688357353210449,0.7405582666397095,0.6646484732627869
60,0.7670445442199707,0.0001250000059371814,0.5723547339439392,0.7495895028114319,0.6585227847099304
61,0.7620338201522827,0.0001250000059371814,0.56787109375,0.7536945939064026,0.6554314494132996
62,0.7655659317970276,0.0001250000059371814,0.5674233436584473,0.7512315511703491,0.6627991795539856
63,0.7641695141792297,0.0001250000059371814,0.5733914375305176,0.743842363357544,0.6625090837478638
64,0.7680302262306213,0.0001250000059371814,0.5624530911445618,0.7454844117164612,0.6616171598434448
65,0.7657302618026733,0.0001250000059371814,0.5656989216804504,0.7635468244552612,0.6570224761962891
66,0.7704123258590698,6.25000029685907e-05,0.5558167695999146,0.7520525455474854,0.6607035994529724
67,0.7722194790840149,6.25000029685907e-05,0.5512088537216187,0.756157636642456,0.6545435786247253
68,0.7726302146911621,6.25000029685907e-05,0.5511105060577393,0.7536945939064026,0.6554385423660278
69,0.7773122787475586,6.25000029685907e-05,0.5439491868019104,0.7569786310195923,0.6517921090126038
70,0.7796123027801514,6.25000029685907e-05,0.5450342893600464,0.7577996850013733,0.6500768661499023
71,0.7772301435470581,6.25000029685907e-05,0.5473017692565918,0.761083722114563,0.6521067023277283
72,0.7750944495201111,6.25000029685907e-05,0.5452409982681274,0.7536945939064026,0.6523085236549377
73,0.7776408791542053,6.25000029685907e-05,0.5429182052612305,0.7643678188323975,0.6454636454582214
74,0.7822408676147461,6.25000029685907e-05,0.5393147468566895,0.7545155882835388,0.6485345959663391
75,0.778133749961853,6.25000029685907e-05,0.5382741093635559,0.7594417333602905,0.6517857313156128
76,0.7746837735176086,6.25000029685907e-05,0.5413516163825989,0.7577996850013733,0.6530295014381409
77,0.7738623023033142,6.25000029685907e-05,0.5473343133926392,0.7536945939064026,0.6544328331947327
78,0.7792015671730042,3.125000148429535e-05,0.5395340323448181,0.756157636642456,0.6478316783905029
79,0.784869372844696,3.125000148429535e-05,0.5377512574195862,0.7545155882835388,0.6489660739898682
80,0.7821586728096008,3.125000148429535e-05,0.5319252014160156,0.7569786310195923,0.6460980772972107
81,0.7828158140182495,3.125000148429535e-05,0.5323801636695862,0.7586206793785095,0.6470996141433716
