epoch,auc,binary_accuracy,learning_rate,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
18,0.9746518731117249,0.9228975176811218,0.0010000000474974513,0.18587806820869446,0.9179229736328125,0.9160816073417664,0.986687958240509,0.9598997831344604,0.13481628894805908,0.9598853588104248,0.9490085244178772
19,0.9780457615852356,0.9311364889144897,0.0010000000474974513,0.171730637550354,0.927516758441925,0.9241056442260742,0.9843679070472717,0.9573934674263,0.139183908700943,0.9623188376426697,0.9405099153518677
20,0.9794452786445618,0.9309809803962708,0.0010000000474974513,0.16647285223007202,0.9280672073364258,0.923102617263794,0.9833060503005981,0.9548872113227844,0.14683222770690918,0.9541547298431396,0.9433428049087524
21,0.9808889627456665,0.9354888200759888,0.0010000000474974513,0.16148902475833893,0.9327957034111023,0.9281176924705505,0.984298586845398,0.9536341428756714,0.13952948153018951,0.9514285922050476,0.9433428049087524
22,0.9821907877922058,0.9350225329399109,0.0010000000474974513,0.1553104817867279,0.92897629737854,0.9314610362052917,0.9878876805305481,0.9561403393745422,0.13574492931365967,0.9622092843055725,0.9376770257949829
23,0.9789901375770569,0.932224452495575,0.0010000000474974513,0.1697750985622406,0.9271146655082703,0.9271146655082703,0.989161491394043,0.9624060392379761,0.11962473392486572,0.973607063293457,0.9405099153518677
24,0.9825837016105652,0.9376652240753174,0.0010000000474974513,0.1560724675655365,0.9363207817077637,0.9291207194328308,0.9889537692070007,0.9636591672897339,0.12454783916473389,0.9550561904907227,0.9631727933883667
25,0.9841683506965637,0.942173182964325,0.0010000000474974513,0.14832529425621033,0.9401680827140808,0.9351387619972229,0.9922077059745789,0.969924807548523,0.10423143208026886,0.9633802771568298,0.9688385128974915
26,0.9857580065727234,0.9452822208404541,0.0010000000474974513,0.13954195380210876,0.9426367282867432,0.9394851326942444,0.9895047545433044,0.9661654233932495,0.11419212818145752,0.9710982441902161,0.9518413543701172
27,0.9829838871955872,0.9415514469146729,0.0010000000474974513,0.15157420933246613,0.9374372959136963,0.9368104338645935,0.9872916340827942,0.9586465954780579,0.11754583567380905,0.959770143032074,0.9461756348609924
28,0.9868893027305603,0.950567364692688,0.0010000000474974513,0.13121898472309113,0.9471395015716553,0.9465062022209167,0.9897759556770325,0.9611528515815735,0.11496659368276596,0.9653179049491882,0.9461756348609924
29,0.9873943328857422,0.9465256333351135,0.0010000000474974513,0.1347128301858902,0.9448739290237427,0.9398194551467896,0.98768550157547,0.9661653637886047,0.1184355840086937,0.9604519605636597,0.9631727933883667
30,0.9869141578674316,0.9445047378540039,0.0010000000474974513,0.1343206912279129,0.9443320035934448,0.9358074069023132,0.9865075349807739,0.9573934674263,0.1310279816389084,0.9544159770011902,0.9490085244178772
31,0.9897429347038269,0.9553862810134888,0.0005000000237487257,0.11502262949943542,0.9530830979347229,0.9508525729179382,0.9871805906295776,0.9611529111862183,0.12984679639339447,0.9548022747039795,0.9575070738792419
32,0.9906510710716248,0.9608269929885864,0.0005000000237487257,0.10694486647844315,0.9587939977645874,0.9568706154823303,0.9854989647865295,0.9636591076850891,0.12951195240020752,0.9602272510528564,0.9575070738792419
33,0.9915667176246643,0.9583398699760437,0.0005000000237487257,0.10866349935531616,0.9533799290657043,0.9572049379348755,0.9860436320304871,0.9686716794967651,0.12709513306617737,0.9712643623352051,0.9575070738792419
34,0.9922088980674744,0.9594279527664185,0.0005000000237487257,0.10303200036287308,0.9623983502388,0.949849545955658,0.9813265204429626,0.9661654233932495,0.1241835355758667,0.9683908224105835,0.954674243927002
35,0.9932973980903625,0.9614486694335938,0.0005000000237487257,0.09756501764059067,0.959156334400177,0.9578736424446106,0.9838887453079224,0.9661654233932495,0.11729633808135986,0.9657142758369446,0.9575070738792419
